3.6,0.0,0
8.2,8.3,1
9.2,6.7,1
4.6,3.3,0
0.6,0.0,0
9.2,3.3,1
8.4,3.3,0
9.6,3.3,1
9.6,6.7,1
9.6,6.7,1
9.6,8.3,1
8.4,8.3,1
9.2,5.0,1
4.8,0.0,0
9.4,6.7,1
6.8,5.0,0
8.2,5.0,0
5.4,0.0,0
8.4,6.7,1
9.2,3.3,1
9.2,6.7,1
